,TF,Target,Label
994,44,648,1
995,44,670,1
996,44,462,1
997,44,173,1
998,44,372,1
999,44,98,1
1000,44,479,1
1001,44,422,1
1002,44,136,1
1003,44,470,1
1004,44,676,1
1005,44,293,1
1006,44,249,1
1007,44,452,1
1008,44,141,1
1009,44,577,1
1010,44,531,1
1011,44,488,1
1012,44,591,1
1013,44,579,1
1014,44,72,1
1015,44,117,1
1016,44,685,1
1017,44,447,1
1018,44,540,1
1019,44,348,1
1020,44,687,1
1021,44,382,1
1022,44,305,1
1023,44,548,1
1024,44,219,1
1025,44,253,1
1026,44,376,1
1027,44,288,1
1028,44,221,1
1029,44,426,1
1030,44,611,1
1031,44,485,1
1032,44,18,1
1033,44,406,1
1034,44,222,1
1035,44,157,1
1036,44,590,1
1037,44,636,1
1038,44,506,1
1039,44,552,1
1040,44,649,1
1041,44,252,1
1042,44,659,1
1043,44,456,1
1044,44,468,1
1045,44,77,1
1046,44,388,1
1047,44,96,1
1048,44,630,1
1049,44,209,1
1050,44,653,1
1051,44,109,1
1052,44,471,1
1053,78,622,1
1054,78,177,1
1055,78,21,1
1056,78,653,1
1057,78,496,1
1058,78,446,1
1059,78,301,1
1060,78,82,1
1061,78,94,1
1062,78,304,1
1063,78,354,1
1064,78,118,1
1065,78,300,1
1066,78,422,1
1067,78,400,1
1068,78,399,1
1069,78,612,1
1070,78,530,1
1071,78,581,1
1072,78,343,1
1073,78,348,1
1074,78,356,1
1075,78,410,1
1076,78,613,1
1077,78,129,1
1078,78,161,1
1079,78,4,1
1080,78,136,1
1081,78,570,1
1082,78,483,1
1083,78,658,1
1084,78,105,1
1085,78,681,1
1086,78,457,1
1087,78,133,1
1088,78,57,1
1089,78,577,1
1090,78,171,1
1091,78,298,1
1092,78,240,1
1093,78,337,1
1094,78,677,1
1095,78,636,1
1096,78,398,1
1097,78,539,1
1098,78,371,1
1099,78,51,1
1100,78,126,1
1101,78,201,1
1102,78,479,1
1103,78,600,1
1104,78,120,1
1105,78,291,1
1106,78,229,1
1107,78,638,1
1108,78,639,1
1109,78,538,1
1110,78,559,1
1111,78,563,1
1112,78,155,1
1113,78,47,1
1114,78,339,1
1115,78,254,1
1116,78,432,1
1117,78,280,1
1118,78,56,1
1119,78,42,1
1120,78,23,1
1121,78,439,1
1122,78,461,1
1123,78,219,1
1124,78,466,1
1125,78,41,1
1126,78,374,1
1127,78,474,1
1128,78,450,1
1129,78,505,1
1130,78,494,1
1131,78,511,1
1132,78,184,1
1133,78,593,1
1134,78,17,1
1135,78,232,1
1136,78,679,1
1137,78,608,1
1138,78,698,1
1139,78,516,1
1140,78,294,1
1141,78,525,1
1142,78,102,1
1143,78,421,1
1144,78,74,1
1145,78,144,1
1146,78,346,1
1147,78,228,1
1148,78,412,1
1149,78,420,1
1150,78,402,1
1151,78,345,1
1152,78,340,1
1153,78,428,1
1154,78,360,1
1155,78,275,1
1156,78,452,1
1157,78,624,1
1158,78,543,1
1159,78,214,1
1160,78,329,1
1161,78,287,1
1162,78,473,1
1163,78,320,1
1164,78,662,1
1165,78,79,1
1166,78,702,1
1167,78,603,1
1168,78,71,1
1169,78,617,1
1170,78,279,1
1171,78,614,1
1172,78,697,1
1173,78,266,1
1174,78,234,1
1175,78,61,1
1176,78,271,1
1177,78,380,1
1178,78,607,1
1179,78,46,1
1180,78,68,1
1181,78,28,1
1182,78,616,1
1183,78,31,1
1184,78,565,1
1185,78,383,1
1186,78,382,1
1187,78,680,1
1188,78,627,1
1189,78,676,1
1190,78,652,1
1191,78,533,1
1192,78,527,1
1193,78,265,1
1194,78,246,1
1195,78,1,1
1196,78,437,1
1197,78,119,1
1198,78,660,1
1199,78,590,1
1200,78,585,1
1201,78,690,1
1202,78,205,1
1203,78,166,1
1204,78,487,1
1205,78,84,1
1206,78,372,1
1207,78,370,1
1208,78,686,1
1209,78,137,1
1210,78,125,1
1211,78,409,1
1212,78,45,1
1213,78,405,1
1214,78,154,1
1215,78,471,1
1216,78,245,1
1217,78,85,1
1218,78,531,1
1219,78,379,1
1220,78,579,1
1221,78,143,1
1222,78,322,1
1223,78,393,1
1224,78,76,1
1225,78,255,1
1226,78,168,1
1227,78,149,1
1228,78,415,1
1229,78,521,1
1230,78,282,1
1231,78,207,1
1232,78,193,1
1233,78,647,1
1234,78,413,1
1235,78,259,1
1236,78,641,1
1237,78,657,1
1238,78,147,1
1239,78,310,1
1240,78,694,1
1241,78,174,1
1242,78,674,1
1243,78,230,1
1244,78,392,1
1245,78,554,1
1246,78,341,1
1247,78,186,1
1248,78,181,1
1249,78,524,1
1250,78,573,1
1251,78,618,1
1252,78,283,1
1253,78,567,1
1254,78,69,1
1255,78,460,1
1256,78,578,1
1257,78,425,1
1258,78,464,1
1259,78,535,1
1260,78,11,1
1261,78,628,1
1262,78,434,1
1263,78,317,1
1264,78,389,1
1265,78,691,1
1266,78,363,1
1267,78,536,1
1268,78,19,1
1269,78,325,1
1270,78,185,1
1271,78,165,1
1272,78,335,1
1273,78,669,1
1274,78,48,1
1275,78,502,1
1276,78,81,1
1277,78,303,1
1278,78,700,1
1279,78,227,1
1280,78,160,1
1281,78,615,1
1282,78,66,1
1283,78,141,1
1284,78,153,1
1285,78,216,1
1286,78,267,1
1287,78,659,1
1288,78,128,1
1289,78,541,1
1290,78,260,1
1291,78,440,1
1292,78,80,1
1293,78,364,1
1294,78,296,1
1295,78,611,1
1296,78,488,1
1297,78,451,1
1298,78,645,1
1299,78,453,1
1300,78,221,1
1301,78,188,1
1302,78,414,1
1303,78,366,1
1304,78,100,1
1305,78,50,1
1306,78,132,1
1307,78,53,1
1308,78,377,1
1309,78,99,1
1310,78,315,1
1311,78,501,1
1312,78,198,1
1313,78,344,1
1314,78,696,1
1315,78,77,1
1316,78,703,1
1317,78,407,1
1318,78,236,1
1319,78,369,1
1320,78,650,1
1321,78,469,1
1322,78,495,1
1323,78,458,1
1324,78,589,1
1325,78,248,1
1326,78,463,1
1327,78,529,1
1328,78,224,1
1329,78,442,1
1330,78,688,1
1331,78,164,1
1332,78,637,1
1333,78,376,1
1334,78,116,1
1335,78,642,1
1336,78,654,1
1337,78,18,1
1338,78,548,1
1339,78,503,1
1340,94,629,1
1341,94,3,1
1342,94,284,1
1343,94,461,1
1344,94,609,1
1345,94,672,1
1346,94,358,1
1347,94,171,1
1348,94,327,1
1349,94,474,1
1350,94,233,1
1351,94,664,1
1352,94,70,1
1353,94,362,1
1354,94,8,1
1355,94,95,1
1356,94,288,1
1357,94,74,1
1358,94,676,1
1359,94,490,1
1360,94,65,1
1361,94,217,1
1362,94,553,1
1363,94,75,1
1364,94,254,1
1365,94,380,1
1366,94,696,1
1367,94,649,1
1368,94,320,1
1369,94,34,1
1370,94,486,1
1371,94,562,1
1372,94,318,1
1373,94,83,1
1374,94,655,1
1375,94,340,1
1376,94,503,1
1377,94,439,1
1378,94,28,1
1379,94,426,1
1380,94,46,1
1381,94,267,1
1382,94,448,1
1383,94,445,1
1384,94,214,1
1385,94,59,1
1386,94,150,1
1387,94,248,1
1388,94,479,1
1389,94,359,1
1390,94,145,1
1391,94,526,1
1392,94,403,1
1393,94,505,1
1394,94,353,1
1395,94,308,1
1396,94,345,1
1397,94,11,1
1398,94,178,1
1399,94,551,1
1400,94,195,1
1401,94,432,1
1402,94,285,1
1403,94,396,1
1404,94,703,1
1405,94,181,1
1406,94,537,1
1407,94,168,1
1408,94,532,1
1409,94,573,1
1410,94,648,1
1411,94,394,1
1412,94,556,1
1413,94,499,1
1414,94,127,1
1415,94,636,1
1416,94,27,1
1417,94,335,1
1418,94,78,1
1419,94,220,1
1420,94,383,1
1421,94,527,1
1422,94,144,1
1423,94,389,1
1424,94,71,1
1425,94,76,1
1426,94,519,1
1427,94,414,1
1428,94,686,1
1429,94,452,1
1430,94,330,1
1431,94,688,1
1432,94,241,1
1433,94,476,1
1434,94,388,1
1435,94,409,1
1436,94,545,1
1437,94,311,1
1438,94,487,1
1439,94,596,1
1440,94,433,1
1441,94,33,1
1442,94,443,1
1443,94,216,1
1444,94,239,1
1445,94,271,1
1446,94,315,1
1447,94,165,1
1448,94,274,1
1449,94,166,1
1450,94,621,1
1451,94,173,1
1452,94,292,1
1453,94,275,1
1454,94,508,1
1455,94,569,1
1456,94,48,1
1457,94,67,1
1458,94,31,1
1459,94,9,1
1460,94,196,1
1461,94,160,1
1462,94,268,1
1463,94,263,1
1464,94,209,1
1465,94,86,1
1466,94,641,1
1467,94,218,1
1468,94,523,1
1469,94,10,1
1470,94,501,1
1471,94,450,1
1472,94,628,1
1473,94,108,1
1474,94,683,1
1475,94,68,1
1476,94,230,1
1477,94,26,1
1478,94,689,1
1479,94,600,1
1480,94,417,1
1481,94,198,1
1482,94,1,1
1483,94,438,1
1484,94,700,1
1485,94,133,1
1486,94,193,1
1487,94,32,1
1488,94,101,1
1489,94,350,1
1490,94,481,1
1491,94,698,1
1492,94,518,1
1493,94,303,1
1494,94,346,1
1495,94,529,1
1496,94,668,1
1497,94,657,1
1498,94,616,1
1499,94,256,1
1500,94,162,1
1501,94,50,1
1502,94,585,1
1503,94,155,1
1504,94,207,1
1505,94,77,1
1506,94,261,1
1507,94,47,1
1508,94,619,1
1509,94,653,1
1510,94,109,1
1511,94,607,1
1512,94,41,1
1513,94,567,1
1514,94,338,1
1515,94,594,1
1516,94,206,1
1517,94,634,1
1518,94,187,1
1519,94,679,1
1520,94,336,1
1521,94,565,1
1522,94,250,1
1523,94,382,1
1524,94,680,1
1525,94,451,1
1526,94,572,1
1527,94,524,1
1528,94,424,1
1529,94,276,1
1530,94,436,1
1531,94,538,1
1532,94,69,1
1533,94,386,1
1534,94,625,1
1535,94,662,1
1536,94,84,1
1537,94,690,1
1538,94,482,1
1539,94,280,1
1540,94,376,1
1541,94,513,1
1542,94,314,1
1543,94,626,1
1544,94,375,1
1545,94,294,1
1546,94,531,1
1547,94,332,1
1548,94,49,1
1549,94,442,1
1550,94,223,1
1551,94,224,1
1552,94,357,1
1553,94,372,1
1554,94,36,1
1555,94,480,1
1556,94,702,1
1557,94,278,1
1558,94,647,1
1559,94,18,1
1560,94,53,1
1561,94,605,1
1562,94,497,1
1563,94,72,1
1564,94,390,1
1565,94,633,1
1566,94,134,1
1567,94,113,1
1568,94,307,1
1569,94,544,1
1570,94,253,1
1571,94,329,1
1572,94,584,1
1573,94,540,1
1574,94,614,1
1575,94,456,1
1576,94,514,1
1577,94,356,1
1578,94,504,1
1579,94,199,1
1580,94,119,1
1581,94,468,1
1582,94,639,1
1583,94,5,1
1584,94,446,1
1585,94,100,1
1586,94,673,1
1587,94,570,1
1588,94,90,1
1589,94,258,1
1590,94,39,1
1591,94,286,1
1592,94,43,1
1593,94,208,1
1594,94,459,1
1595,94,92,1
1596,94,205,1
1597,94,213,1
1598,94,175,1
1599,94,326,1
1600,94,61,1
1601,94,301,1
1602,94,228,1
1603,94,244,1
1604,94,465,1
1605,94,535,1
1606,94,617,1
1607,94,638,1
1608,94,339,1
1609,94,563,1
1610,94,305,1
1611,94,692,1
1612,94,79,1
1613,94,612,1
1614,94,235,1
1615,94,407,1
1616,94,22,1
1617,94,421,1
1618,94,413,1
1619,94,104,1
1620,94,495,1
1621,94,635,1
1622,94,509,1
1623,94,147,1
1624,94,298,1
1625,94,270,1
1626,94,25,1
1627,94,478,1
1628,94,13,1
1629,94,169,1
1630,94,252,1
1631,94,677,1
1632,94,348,1
1633,94,457,1
1634,94,434,1
1635,94,189,1
1636,94,170,1
1637,94,57,1
1638,94,441,1
1639,94,400,1
1640,94,666,1
1641,94,515,1
1642,94,73,1
1643,94,334,1
1644,94,313,1
1645,94,467,1
1646,94,415,1
1647,94,279,1
1648,94,172,1
1649,94,534,1
1650,94,246,1
1651,94,398,1
1652,94,549,1
1653,94,561,1
1654,94,281,1
1655,94,269,1
1656,94,590,1
1657,94,685,1
1658,94,604,1
1659,94,331,1
1660,94,516,1
1661,94,395,1
1662,94,52,1
1663,94,148,1
